id,context,question,answer_text,answer_start,context_len_words,question_len_words,answer_len_words
572719235951b619008f85eb,"Comcast also owns many local channels. Comcast also has a variety network known as Comcast Network, available exclusively to Comcast and Cablevision subscribers. The channel shows news, sports, and entertainment and places emphasis in Philadelphia and the Baltimore/Washington, D.C. areas, though the channel is also available in New York, Pittsburgh, and Richmond. In August 2004, Comcast started a channel called Comcast Entertainment Television, for Colorado Comcast subscribers, and focusing on life in Colorado. It also carries some National Hockey League and National Basketball Association games when Altitude Sports & Entertainment is carrying the NHL or NBA. In January 2006, CET became the primary channel for Colorado's Emergency Alert System in the Denver Metro Area. In 2006, Comcast helped found the channel SportsNet New York, acquiring a minority stake. The other partners in the project were New York Mets and Time Warner Cable.",What baseball team was Comcast's partner in their New York sports network?,New York Mets,909,142,12,3
56d0f47a17492d1400aab69b,"Raised in Chicago, West briefly attended art school before becoming known as a producer for Roc-A-Fella Records in the early 2000s, producing hit singles for artists such as Jay-Z and Alicia Keys. Intent on pursuing a solo career as a rapper, West released his debut album The College Dropout in 2004 to widespread commercial and critical success, and founded record label GOOD Music. He went on to explore a variety of different musical styles on subsequent albums that included the baroque-inflected Late Registration (2005), the arena-inspired Graduation (2007), and the starkly polarizing 808s & Heartbreak (2008). In 2010, he released his critically acclaimed fifth album, the maximalist My Beautiful Dark Twisted Fantasy, and the following year he collaborated with Jay-Z on the joint LP Watch the Throne (2011). West released his abrasive sixth album, Yeezus, to further critical praise in 2013. Following a series of recording delays and work on non-musical projects, West's seventh album, The Life of Pablo, was released in 2016.",What year did Kanye West release his first rap CD?,2004,296,163,10,1
571a46b64faf5e1900b8a93f,"Cognitive neuroscientists consider memory as the retention, reactivation, and reconstruction of the experience-independent internal representation. The term of internal representation implies that such definition of memory contains two components: the expression of memory at the behavioral or conscious level, and the underpinning physical neural changes (Dudai 2007). The latter component is also called engram or memory traces (Semon 1904). Some neuroscientists and psychologists mistakenly equate the concept of engram and memory, broadly conceiving all persisting after-effects of experiences as memory; others argue against this notion that memory does not exist until it is revealed in behavior or thought (Moscovitch 2007).",What is an engram trace?,the underpinning physical neural changes,315,100,5,5
57359f64e853931400426a7e,"The Licchavi era was followed by the Malla era. Rulers from Tirhut, upon being attacked by Muslims, fled north to the Kathmandu valley. They intermarried with Nepali royalty, and this led to the Malla era. The early years of the Malla era were turbulent, with raids and attacks from Khas and Turk Muslims. There was also a devastating earthquake which claimed the lives of a third of Kathmandu's population, including the king Abhaya Malla. These disasters led to the destruction of most of the architecture of the Licchavi era (such as Mangriha and Kailashkut Bhawan), and the loss of literature collected in various monasteries within the city. Despite the initial hardships, Kathmandu rose to prominence again and, during most of the Malla era, dominated the trade between India and Tibet. Nepali currency became the standard currency in trans-Himalayan trade.",What notable Nepali figure died in a Kathmandu earthquake?,Abhaya Malla,427,139,9,2
573047ca947a6a140053d398,"Washington, D.C. is often mentioned as a candidate for statehood. In Federalist No. 43 of The Federalist Papers, James Madison considered the implications of the definition of the ""seat of government"" found in the United States Constitution. Although he noted potential conflicts of interest, and the need for a ""municipal legislature for local purposes,"" Madison did not address the district's role in national voting. Legal scholars disagree on whether a simple act of Congress can admit the District as a state, due to its status as the seat of government of the United States, which Article I, Section 8 of the Constitution requires to be under the exclusive jurisdiction of Congress; depending on the interpretation of this text, admission of the full District as a state may require a Constitutional amendment, which is much more difficult to enact. However, the Constitution does not set a minimum size for the District. Its size has already changed once before, when Virginia reclaimed the portion of the District south of the Potomac. So the constitutional requirement for a federal district can be satisfied by reducing its size to the small central core of government buildings and monuments, giving the rest of the territory to the new state.","What limits does the constitution have for the size of Washington, D.C.?",the Constitution does not set a minimum size for the District,865,204,12,11
56db7278e7c41114004b5127,"The coverage of the events by the media came under scrutiny during the relay. Chinese media coverage of the torch relay has been distinct in a number of ways from coverage elsewhere. Western reporters in Beijing have described Chinese media coverage as partial and censored (for example when Chinese media did not broadcast Reporters Without Borders' disruption of the torch lighting ceremony), whereas Chinese netizens have in turn accused Western media coverage of being biased. The French newspaper Libération was criticised by the Chinese State press agency Xinhua for its allegedly biased reporting; Xinhua suggested that Libération needed ""a stinging slap in the face"" for having ""insulted the Olympic flame"" and ""supported a handful of saboteurs"".",The Chinese State Press said the French newspaper was supporting a handful of what?,saboteurs,743,116,14,1
56cf88bf234ae51400d9be0f,"As of 2013, West has won a total of 21 Grammy Awards, making him one of the most awarded artists of all-time. About.com ranked Kanye West No. 8 on their ""Top 50 Hip-Hop Producers"" list. On May 16, 2008, Kanye West was crowned by MTV as the year's No. 1 ""Hottest MC in the Game."" On December 17, 2010, Kanye West was voted as the MTV Man of the Year by MTV. Billboard ranked Kanye West No. 3 on their list of Top 10 Producers of the Decade. West ties with Bob Dylan for having topped the annual Pazz & Jop critic poll the most number of times ever, with four number-one albums each. West has also been included twice in the Time 100 annual lists of the most influential people in the world as well as being listed in a number of Forbes annual lists.",How many Grammies has Kanye won as of 2013?,21,36,146,9,1
5730ba5c8ab72b1400f9c718,"The doctrine of the immaculate conception (Mary being conceived free from original sin) is not to be confused with her virginal conception of her son Jesus. This misunderstanding of the term immaculate conception is frequently met in the mass media. Catholics believe that Mary was not the product of a virginal conception herself but was the daughter of a human father and mother, traditionally known by the names of Saint Joachim and Saint Anne. In 1677, the Holy See condemned the belief that Mary was virginally conceived, which had been a belief surfacing occasionally since the 4th century. The Church celebrates the Feast of the Immaculate Conception (when Mary was conceived free from original sin) on 8 December, exactly nine months before celebrating the Nativity of Mary. The feast of the Annunciation (which commemorates the virginal conception and the Incarnation of Jesus) is celebrated on 25 March, nine months before Christmas Day.",When did these contradictory views start to emerge ?,since the 4th century,574,152,9,4
5726b83af1498d1400e8e8c5,"Many ancient civilizations alloyed metals for purely aesthetic purposes. In ancient Egypt and Mycenae, gold was often alloyed with copper to produce red-gold, or iron to produce a bright burgundy-gold. Gold was often found alloyed with silver or other metals to produce various types of colored gold. These metals were also used to strengthen each other, for more practical purposes. Copper was often added to silver to make sterling silver, increasing its strength for use in dishes, silverware, and other practical items. Quite often, precious metals were alloyed with less valuable substances as a means to deceive buyers. Around 250 BC, Archimedes was commissioned by the king to find a way to check the purity of the gold in a crown, leading to the famous bath-house shouting of ""Eureka!"" upon the discovery of Archimedes' principle.",Red gold is made by combining gold with?,copper,131,135,8,1
5730e8d2aca1c71400fe5b51,"All states have a geographic scope of interests, actions, or projected power. This is a crucial factor in distinguishing a great power from a regional power; by definition the scope of a regional power is restricted to its region. It has been suggested that a great power should be possessed of actual influence throughout the scope of the prevailing international system. Arnold J. Toynbee, for example, observes that ""Great power may be defined as a political force exerting an effect co-extensive with the widest range of the society in which it operates. The Great powers of 1914 were 'world-powers' because Western society had recently become 'world-wide'.""",What type of powers should have actual influence throughout the scope of the prevailing international system?,great power,260,106,16,2
57345641acc1501500babe03,"Richmond is not home to any major league professional sports teams, but since 2013, the Washington Redskins of the National Football League have held their summer training camp in the city. There are also several minor league sports in the city, including the Richmond Kickers of the USL Professional Division (third tier of American soccer) and the Richmond Flying Squirrels of the Class AA Eastern League of Minor League Baseball (an affiliate of the San Francisco Giants). The Kickers began playing in Richmond in 1993, and currently play at City Stadium. The Squirrels opened their first season at The Diamond on April 15, 2010. From 1966 through 2008, the city was home to the Richmond Braves, a AAA affiliate of the Atlanta Braves of Major League Baseball, until the franchise relocated to Georgia.",What sport do the Washington Redskins play?,Football,124,133,7,1
5706bbd02eaba6190074acb7,"Migrating birds can lose their way and appear outside their normal ranges. This can be due to flying past their destinations as in the ""spring overshoot"" in which birds returning to their breeding areas overshoot and end up further north than intended. Certain areas, because of their location, have become famous as watchpoints for such birds. Examples are the Point Pelee National Park in Canada, and Spurn in England.",What other location is famous for spring overshoot?,Spurn in England,403,69,8,3
572e8d5bc246551400ce4335,"In the late 1980s, according to ""Richard Feynman and the Connection Machine"", Feynman played a crucial role in developing the first massively parallel computer, and in finding innovative uses for it in numerical computations, in building neural networks, as well as physical simulations using cellular automata (such as turbulent fluid flow), working with Stephen Wolfram at Caltech. His son Carl also played a role in the development of the original Connection Machine engineering; Feynman influencing the interconnects while his son worked on the software.",What specifically did his son work on?,software,549,84,7,1
56cda41362d2951400fa679b,"Media requests at the trade show prompted Kondo to consider using orchestral music for the other tracks in the game as well, a notion reinforced by his preference for live instruments. He originally envisioned a full 50-person orchestra for action sequences and a string quartet for more ""lyrical moments"", though the final product used sequenced music instead. Kondo later cited the lack of interactivity that comes with orchestral music as one of the main reasons for the decision. Both six- and seven-track versions of the game's soundtrack were released on November 19, 2006, as part of a Nintendo Power promotion and bundled with replicas of the Master Sword and the Hylian Shield.",How many people would be in the orchestra Kondo imagined using for the soundtrack?,50,217,112,14,1
572f52bc04bcaa1900d76849,"Three-phase AC railway electrification was used in Italy, Switzerland and the United States in the early twentieth century. Italy was the major user, for lines in the mountainous regions of northern Italy from 1901 until 1976. The first lines were the Burgdorf-Thun line in Switzerland (1899), and the lines of the Ferrovia Alta Valtellina from Colico to Chiavenna and Tirano in Italy, which were electrified in 1901 and 1902. Other lines where the three-phase system were used were the Simplon Tunnel in Switzerland from 1906 to 1930, and the Cascade Tunnel of the Great Northern Railway in the United States from 1909 to 1927.",What countries  used three-phase AC system in the the beginning of 20th century?,"Italy, Switzerland and the United States",51,104,13,6
570e28710dc6ce1900204e06,"The culture of Eritrea has been largely shaped by the country's location on the Red Sea coast. One of the most recognizable parts of Eritrean culture is the coffee ceremony. Coffee (Ge'ez ቡን būn) is offered when visiting friends, during festivities, or as a daily staple of life. During the coffee ceremony, there are traditions that are upheld. The coffee is served in three rounds: the first brew or round is called awel in Tigrinya meaning first, the second round is called kalaay meaning second, and the third round is called bereka meaning ""to be blessed"". If coffee is politely declined, then most likely tea (""shai"" ሻሂ shahee) will instead be served.",What is one of the most recognizable parts of Eritran culture that can be offered when visiting friends as well as being a daily staple of life?,the coffee ceremony,153,112,27,3
5706a0a975f01819005e7c73,"New Delhi is home to several historic sites and museums. The National Museum which began with an exhibition of Indian art and artefacts at the Royal Academy in London in the winter of 1947–48 was later at the end was shown at the Rashtrapati Bhawan in 1949. Later it was to form a permanent National Museum. On 15 August 1949, the National Museum was formally inaugurated and currently has 200,000 works of art, both of Indian and foreign origin, covering over 5,000 years.",The National Museum began in 1947 with a display of what type of art?,Indian art,111,83,14,2
56f9313f9b226e1400dd1285,"13th Street is in three parts. The first is a dead end from Avenue C. The second starts at a dead end, just before Avenue B, and runs to Greenwich Avenue, and the third part is from Eighth Avenue to Tenth Avenue.",The first part of 13th Street is a dead end from which Avenue?,C,67,42,13,1
573043c2b2c2fd1400568b30,"Unlike previous versions of Windows, Windows 8 was distributed at retail in ""Upgrade"" licenses only, which require an existing version of Windows to install. The ""full version software"" SKU, which was more expensive but could be installed on computers without an eligible OS or none at all, was discontinued. In lieu of full version, a specialized ""System Builder"" SKU was introduced. The ""System Builder"" SKU replaced the original equipment manufacturer (OEM) SKU, which was only allowed to be used on PCs meant for resale, but added a ""Personal Use License"" exemption that officially allowed its purchase and personal use by users on homebuilt computers.",What did Windows offer in place of a full version of the software?,"specialized ""System Builder"" SKU",336,104,13,4
572bc0c3111d821400f38f71,"As an academic field, philosophy of education is ""the philosophical study of education and its problems (...) its central subject matter is education, and its methods are those of philosophy"". ""The philosophy of education may be either the philosophy of the process of education or the philosophy of the discipline of education. That is, it may be part of the discipline in the sense of being concerned with the aims, forms, methods, or results of the process of educating or being educated; or it may be metadisciplinary in the sense of being concerned with the concepts, aims, and methods of the discipline."" As such, it is both part of the field of education and a field of applied philosophy, drawing from fields of metaphysics, epistemology, axiology and the philosophical approaches (speculative, prescriptive, and/or analytic) to address questions in and about pedagogy, education policy, and curriculum, as well as the process of learning, to name a few. For example, it might study what constitutes upbringing and education, the values and norms revealed through upbringing and educational practices, the limits and legitimization of education as an academic discipline, and the relation between education theory and practice.",What defines Philosophy education?,the philosophical study of education and its problems,50,194,4,8
57294c541d04691400779264,"After several failed attempts, in 1930 the first aeroplane reached Bermuda. A Stinson Detroiter seaplane flying from New York, it had to land twice in the ocean: once because of darkness and again to refuel. Navigation and weather forecasting improved in 1933 when the Royal Air Force (then responsible for providing equipment and personnel for the Royal Navy's Fleet Air Arm) established a station at the Royal Naval Dockyard to repair (and supply replacement) float planes for the fleet. In 1936 Luft Hansa began to experiment with seaplane flights from Berlin via the Azores with continuation to New York City.",Why did the plane have to land twice before reaching Bermuda?,once because of darkness and again to refuel,162,100,11,8
572b8885be1ee31400cb841b,"Bohemia (as Czech civilization was known by then) increased in power over the centuries, as its language did in regional importance. This growth was expedited during the fourteenth century by Holy Roman Emperor Charles IV, who founded Charles University in Prague in 1348. Here, early Czech literature (a biblical translation, hymns and hagiography) flourished. Old Czech texts, including poetry and cookbooks, were produced outside the university as well. Later in the century Jan Hus contributed significantly to the standardization of Czech orthography, advocated for widespread literacy among Czech commoners (particularly in religion) and made early efforts to model written Czech after the spoken language.",When was Charles University founded in Prague?,1348,267,104,7,1
5726bce2f1498d1400e8e9a0,"The unicameral legislature (the Fono) consists of 49 members serving 5-year terms. Forty-seven are matai title-holders elected from territorial districts by Samoans; the other two are chosen by non-Samoans with no chiefly affiliation on separate electoral rolls. Universal suffrage was adopted in 1990, but only chiefs (matai) may stand for election to the Samoan seats. There are more than 25,000 matais in the country, about 5% of whom are women. The prime minister, chosen by a majority in the Fono, is appointed by the head of state to form a government. The prime minister's choices for the 12 cabinet positions are appointed by the head of state, subject to the continuing confidence of the Fono.",What position in government is chosen by Fono majority vote?,prime minister,453,115,10,2
5728f34c4b864d190016510d,"In the 13th century, Hōjō Shigetoki (1198–1261 AD) wrote: ""When one is serving officially or in the master's court, he should not think of a hundred or a thousand people, but should consider only the importance of the master."" Carl Steenstrup noted that 13th and 14th century warrior writings (gunki) ""portrayed the bushi in their natural element, war, eulogizing such virtues as reckless bravery, fierce family pride, and selfless, at times senseless devotion of master and man"". Feudal lords such as Shiba Yoshimasa (1350–1410 AD) stated that a warrior looked forward to a glorious death in the service of a military leader or the Emperor: ""It is a matter of regret to let the moment when one should die pass by....First, a man whose profession is the use of arms should think and then act upon not only his own fame, but also that of his descendants. He should not scandalize his name forever by holding his one and only life too dear....One's main purpose in throwing away his life is to do so either for the sake of the Emperor or in some great undertaking of a military general. It is that exactly that will be the great fame of one's descendants.""",When did Hojo Shigetoki die?,1261,42,203,5,1
570d2a29b3d812140066d4cb,"The German states proclaimed their union as the German Empire under the Prussian king, Wilhelm I, uniting Germany as a nation-state. The Treaty of Frankfurt of 10 May 1871 gave Germany most of Alsace and some parts of Lorraine, which became the Imperial territory of Alsace-Lorraine (Reichsland Elsaß-Lothringen).The German conquest of France and the unification of Germany upset the European balance of power, that had existed since the Congress of Vienna in 1815 and Otto von Bismarck maintained great authority in international affairs for two decades. French determination to regain Alsace-Lorraine and fear of another Franco-German war, along with British apprehension about the balance of power, became factors in the causes of World War I.",Which specific fear was a factor in causing World War I?,another Franco-German war,615,115,11,3
56cda8a662d2951400fa67d6,"Twilight Princess received the awards for Best Artistic Design, Best Original Score, and Best Use of Sound from IGN for its GameCube version. Both IGN and Nintendo Power gave Twilight Princess the awards for Best Graphics and Best Story. Twilight Princess received Game of the Year awards from GameTrailers, 1UP.com, Electronic Gaming Monthly, Game Informer, Games Radar, GameSpy, Spacey Awards, X-Play and Nintendo Power. It was also given awards for Best Adventure Game from the Game Critics Awards, X-Play, IGN, GameTrailers, 1UP.com, and Nintendo Power. The game was considered the Best Console Game by the Game Critics Awards and GameSpy. The game placed 16th in Official Nintendo Magazine's list of the 100 Greatest Nintendo Games of All Time. IGN ranked the game as the 4th-best Wii game. Nintendo Power ranked the game as the third-best game to be released on a Nintendo system in the 2000s decade.",Where did Twilight Princess place among Wii titles according to IGN?,4th,777,147,11,1
57331b0dd058e614000b56fd,"Beginning in the late 1910s and early 1920s, Whitehead gradually turned his attention from mathematics to philosophy of science, and finally to metaphysics. He developed a comprehensive metaphysical system which radically departed from most of western philosophy. Whitehead argued that reality consists of processes rather than material objects, and that processes are best defined by their relations with other processes, thus rejecting the theory that reality is fundamentally constructed by bits of matter that exist independently of one another. Today Whitehead's philosophical works – particularly Process and Reality – are regarded as the foundational texts of process philosophy.",What was the predominant theory of reality that Whitehead opposed?,reality is fundamentally constructed by bits of matter that exist independently of one another,454,98,10,14
56fa0e0df34c681400b0bf8f,"Since the latewood of a growth ring is usually darker in color than the earlywood, this fact may be used in judging the density, and therefore the hardness and strength of the material. This is particularly the case with coniferous woods. In ring-porous woods the vessels of the early wood not infrequently appear on a finished surface as darker than the denser latewood, though on cross sections of heartwood the reverse is commonly true. Except in the manner just stated the color of wood is no indication of strength.",What category of trees show this difference greatly?,coniferous,221,89,8,1
56dec3cc3277331400b4d71c,"Although he began his tenure as governor with record high approval ratings (as high as 89% in December 2003), he left office with a record low 23%, only one percent higher than that of Gray Davis's when he was recalled in October 2003.",What was Schwarzenegger's approval rating on the day his time in office ended?,23%,143,43,13,1
572e8d5bc246551400ce4334,"In the late 1980s, according to ""Richard Feynman and the Connection Machine"", Feynman played a crucial role in developing the first massively parallel computer, and in finding innovative uses for it in numerical computations, in building neural networks, as well as physical simulations using cellular automata (such as turbulent fluid flow), working with Stephen Wolfram at Caltech. His son Carl also played a role in the development of the original Connection Machine engineering; Feynman influencing the interconnects while his son worked on the software.",Who else worked with Feynman on developing computers?,His son Carl,384,84,8,3
56ea91795a205f1900d6d34d,"More generally, corruption erodes the institutional capacity of government if procedures are disregarded, resources are siphoned off, and public offices are bought and sold. Corruption undermines the legitimacy of government and such democratic values as trust and tolerance. Recent evidence suggests that variation in the levels of corruption amongst high-income democracies can vary significantly depending on the level of accountability of decision-makers. Evidence from fragile states also shows that corruption and bribery can adversely impact trust in institutions.",Corruption disintegrates government capacity when public offices are what?,bought and sold,157,78,9,3
572f47e7b2c2fd1400567fd4,"In the dicotyledons, the bundles in the very young stem are arranged in an open ring, separating a central pith from an outer cortex. In each bundle, separating the xylem and phloem, is a layer of meristem or active formative tissue known as cambium. By the formation of a layer of cambium between the bundles (interfascicular cambium), a complete ring is formed, and a regular periodical increase in thickness results from the development of xylem on the inside and phloem on the outside. The soft phloem becomes crushed, but the hard wood persists and forms the bulk of the stem and branches of the woody perennial. Owing to differences in the character of the elements produced at the beginning and end of the season, the wood is marked out in transverse section into concentric rings, one for each season of growth, called annual rings.",What results from the development of xylem on the inside and phloem on the outside?,increase in thickness,389,144,15,3
5725231f0a492a190043570a,"By 1836, the Duchess's brother, Leopold, who had been King of the Belgians since 1831, hoped to marry his niece to his nephew, Prince Albert of Saxe-Coburg and Gotha. Leopold, Victoria's mother, and Albert's father (Ernest I, Duke of Saxe-Coburg and Gotha) were siblings. Leopold arranged for Victoria's mother to invite her Coburg relatives to visit her in May 1836, with the purpose of introducing Victoria to Albert. William IV, however, disapproved of any match with the Coburgs, and instead favoured the suit of Prince Alexander of the Netherlands, second son of the Prince of Orange. Victoria was aware of the various matrimonial plans and critically appraised a parade of eligible princes. According to her diary, she enjoyed Albert's company from the beginning. After the visit she wrote, ""[Albert] is extremely handsome; his hair is about the same colour as mine; his eyes are large and blue, and he has a beautiful nose and a very sweet mouth with fine teeth; but the charm of his countenance is his expression, which is most delightful."" Alexander, on the other hand, was ""very plain"".",Who disapproved of the proposed marriage between Victoria and Albert?,William IV,420,182,10,2
57325e0fe99e3014001e6722,"The view of the Roman Catholic Church is that Protestant denominations cannot be considered churches but rather that they are ecclesial communities or specific faith-believing communities because their ordinances and doctrines are not historically the same as the Catholic sacraments and dogmas, and the Protestant communities have no sacramental ministerial priesthood and therefore lack true apostolic succession. According to Bishop Hilarion (Alfeyev) the Eastern Orthodox Church shares the same view on the subject.","What is lacking in Protestantism, according to the Roman Catholic Church?",true apostolic succession,389,73,11,3
573425ecd058e614000b6a08,"People are usually well informed about their health status, the positive and negative effects of their behaviour on their health and their use of health care services. Yet their perceptions of their health can differ from what administrative and examination-based data show about levels of illness within populations. Thus, survey results based on self-reporting at the household level complement other data on health status and the use of services. Only one third of adults rated their health as good or very good in Portugal (Kasmel et al., 2004). This is the lowest of the Eur-A countries reporting and reflects the relatively adverse situation of the country in terms of mortality and selected morbidity.",What survey results complement on data on health status?,self-reporting at the household level,348,113,9,5
5736357e506b47140023659a,"The American bison is a large bovid which inhabited much of western North America prior to the 1800s, living on the prairies in large herds. However, the vast herds of bison attracted market hunters, who killed dozens of bison for their hides only, leaving the rest to rot. Thousands of these hunters quickly eliminated the bison herds, bringing the population from several million in the early 1800s to a few hundred by the 1880s. Conservation efforts have allowed the population to increase, but the bison remains near-threatened.",What do bison still remain?,near-threatened,516,87,5,1
57280ddb4b864d190016432c,"The town's first significant defences were likely erected due to commercial interests, following the temporary seizure of St. John's by the Dutch admiral Michiel de Ruyter in June 1665. The inhabitants were able to fend off a second Dutch attack in 1673, when this time it was defended by Christopher Martin, an English merchant captain. Martin landed six cannons from his vessel, the Elias Andrews, and constructed an earthen breastwork and battery near chain Rock commanding the Narrows leading into the harbour. With only twenty-three men, the valiant Martin beat off an attack by three Dutch warships. The English government planned to expand these fortifications (Fort William) in around 1689, but actual construction didn't begin until after the French admiral Pierre Le Moyne d'Iberville captured and destroyed the town in the Avalon Peninsula Campaign (1696). When 1500 English reinforcements arrived in late 1697 they found nothing but rubble where the town and fortifications had stood.",How many men defended the attack from the Dutch in 1673?,twenty-three,525,155,11,1
570e63590dc6ce1900204ff2,"The Order has six officials: the Prelate; the Dean; the Secretary; the Registrar; the King of Arms; and the Usher. The Bishop of London, a senior bishop in the Church of England, serves as the Order's Prelate. The Dean of St Paul's is ex officio the Dean of the Order. The Order's King of Arms is not a member of the College of Arms, as are many other heraldic officers. The Usher of the Order is known as the Gentleman Usher of the Purple Rod; he does not – unlike his Order of the Garter equivalent, the Gentleman Usher of the Black Rod – perform any duties related to the House of Lords.",Who is not a member of the College of Arms?,The Order's King of Arms,269,113,10,5
570a38604103511400d595d4,"Beer is composed mostly of water. Regions have water with different mineral components; as a result, different regions were originally better suited to making certain types of beer, thus giving them a regional character. For example, Dublin has hard water well-suited to making stout, such as Guinness; while the Plzeň Region has soft water well-suited to making Pilsner (pale lager), such as Pilsner Urquell. The waters of Burton in England contain gypsum, which benefits making pale ale to such a degree that brewers of pale ales will add gypsum to the local water in a process known as Burtonisation.",What type of beer benefits most from water that contains gypsum?,pale ale,480,99,11,2
57266dcf5951b619008f727a,"By 1836, the Duchess's brother, Leopold, who had been King of the Belgians since 1831, hoped to marry his niece to his nephew, Prince Albert of Saxe-Coburg and Gotha. Leopold, Victoria's mother, and Albert's father (Ernest I, Duke of Saxe-Coburg and Gotha) were siblings. Leopold arranged for Victoria's mother to invite her Coburg relatives to visit her in May 1836, with the purpose of introducing Victoria to Albert. William IV, however, disapproved of any match with the Coburgs, and instead favoured the suit of Prince Alexander of the Netherlands, second son of the Prince of Orange. Victoria was aware of the various matrimonial plans and critically appraised a parade of eligible princes. According to her diary, she enjoyed Albert's company from the beginning. After the visit she wrote, ""[Albert] is extremely handsome; his hair is about the same colour as mine; his eyes are large and blue, and he has a beautiful nose and a very sweet mouth with fine teeth; but the charm of his countenance is his expression, which is most delightful."" Alexander, on the other hand, was ""very plain"".",Who wanted to see Victoria and Albert marry?,"the Duchess's brother, Leopold",9,182,8,4
57240e580a492a190043560c,"According to one of her biographers, Giles St Aubyn, Victoria wrote an average of 2,500 words a day during her adult life. From July 1832 until just before her death, she kept a detailed journal, which eventually encompassed 122 volumes. After Victoria's death, her youngest daughter, Princess Beatrice, was appointed her literary executor. Beatrice transcribed and edited the diaries covering Victoria's accession onwards, and burned the originals in the process. Despite this destruction, much of the diaries still exist. In addition to Beatrice's edited copy, Lord Esher transcribed the volumes from 1832 to 1861 before Beatrice destroyed them. Part of Victoria's extensive correspondence has been published in volumes edited by A. C. Benson, Hector Bolitho, George Earle Buckle, Lord Esher, Roger Fulford, and Richard Hough among others.",What did Beatrice do to her mothers diaries after her death?,transcribed and edited,350,127,11,3
5726d16c708984140094d228,"In Evita (1996), Madonna played the title role of Eva Perón. For a long time, Madonna had desired to play Perón and wrote to director Alan Parker to explain why she would be perfect for the part. She said later, ""This is the role I was born to play. I put everything of me into this because it was much more than a role in a movie. It was exhilarating and intimidating at the same time..... And I am prouder of Evita than anything else I have done."" After securing the role, she had vocal training and learned about the history of Argentina and Perón. During shooting she became ill several times due to the intense emotional effort required. However, as she told Oprah, she was also pregnant during the filming: ""I was winded after every take. I had to lie on the couch every ten minutes so I could recover from dizzy spells, I was worried that I was shaking the baby around too much and that would injure it in some way."" Madonna wrote in her personal diary at the time: ""Ironically, this feeling of vulnerability and weakness is helping me in the movie. I'm sure Evita felt this way every day of her life once she discovered she was ill.""","After securing the role of Evita, what kind of training did Madonna have?",vocal training,483,213,13,2
5727fd7e2ca10214002d9ac9,"The undergraduates have a number of traditions: Painting The Rock (originally a fountain donated by the Class of 1902) is a way to advertise, for example, campus organizations, events in Greek life, student groups, and university-wide events. Dance Marathon, a 30-hour philanthropic event, has raised more than 13 million dollars in its history for various children's charities. Primal Scream is held at 9 p.m. on the Sunday before finals week every quarter; students lean out of windows or gather in courtyards and scream. Armadillo Day, or, more popularly, Dillo Day, a day of music and food, is held on Northwestern's Lakefill every Spring on the weekend after Memorial Day. And in one of the University's newer traditions, every year during freshman orientation, known as Wildcat Welcome, freshmen and transfer students pass through Weber Arch to the loud huzzahs of upperclassmen and the music of the University Marching Band.",What do students do during the traditional Primal Scream event held before finals week every quarter?,scream,516,148,16,1
56e073267aa994140058e4db,"The other Ancient Greek dialects, Ionic, Doric, Aeolic, and Arcadocypriot, likely had the same three-way distinction at one point, but Doric seems to have had a fricative in place of /tʰ/ in the Classical period, and the Ionic and Aeolic dialects sometimes lost aspiration (psilosis).","Rather than /tʰ/, what did the Doric dialect have in place during the Classical period?",fricative,161,45,15,1
5727bdea3acd2414000deb27,"Jobs expanded so rapidly that 400,000 people were attracted to the city from 1941 to 1943, including 50,000 blacks in the second wave of the Great Migration, and 350,000 whites, many of them from the South. Some European immigrants and their descendants feared black competition for jobs and housing. The federal government prohibited discrimination in defense work but when in June 1943, Packard promoted three blacks to work next to whites on its assembly lines, 25,000 whites walked off the job. The Detroit race riot of 1943 took place three weeks after the Packard plant protest. Over the course of three days, 34 people were killed, of whom 25 were African American, and approximately 600 were injured, 75% black people.",How many people were killed in the race riot of 1943?,34,616,120,11,1
56f987c29b226e1400dd151d,"Zhejiang benefited less from central government investment than some other provinces due to its lack of natural resources, a location vulnerable to potential flooding from the sea, and an economic base at the national average. Zhejiang, however, has been an epicenter of capitalist development in China, and has led the nation in the development of a market economy and private enterprises. Northeast Zhejiang, as part of the Yangtze Delta, is flat, more developed, and industrial.",Which part of Zhejiang is part of the Yangtze Delta?,Northeast Zhejiang,391,75,10,2
56fb69e38ddada1400cd63f8,"The coronation of Charlemagne as emperor on Christmas Day 800 is regarded as a turning point in medieval history, marking a return of the Western Roman Empire, since the new emperor ruled over much of the area previously controlled by the western emperors. It also marks a change in Charlemagne's relationship with the Byzantine Empire, as the assumption of the imperial title by the Carolingians asserted their equivalence to the Byzantine state. There were several differences between the newly established Carolingian Empire and both the older Western Roman Empire and the concurrent Byzantine Empire. The Frankish lands were rural in character, with only a few small cities. Most of the people were peasants settled on small farms. Little trade existed and much of that was with the British Isles and Scandinavia, in contrast to the older Roman Empire with its trading networks centred on the Mediterranean. The empire was administered by an itinerant court that travelled with the emperor, as well as approximately 300 imperial officials called counts, who administered the counties the empire had been divided into. Clergy and local bishops served as officials, as well as the imperial officials called missi dominici, who served as roving inspectors and troubleshooters.",In what settlements did most inhabitants of the Carolingian Empire live?,small farms,723,201,11,2
